species	fold	avg_x_mae	avg_y_mae
rat	1	0.6812910265389781	0.8120457658464043
rat	2	0.6934653677665334	1.2434238939001343
rat	3	0.458468599150196	0.9878089388798608
rat	4	0.5913933003285261	0.7317287675129217
rat	5	0.6482181025104892	0.7905337099433614
rat	6	0.7713574307017599	0.9809719588846202
rat	7	0.7350765112647112	0.645532963691496
rat	8	0.6955852256771019	0.8192193707525915
rat	9	0.7622909988099196	0.7835034138495296
rat	10	0.7047157069105464	0.8731701060728209
