8.208	1.065
7.422	0.451
7.867	0.677
7.963	0.607
8.007	0.56
8.112	1.665
8.471	1.122
8.301	1.567
8.51	0.979
8.197	1.293
8.197	1.241
8.281	0.684
8.281	0.513
8.281	0.645
7.994	0.605
7.994	0.937
7.91	0.834
8.086	1.137
7.895	0.717
7.77	0.668
8.173	0.897
8.143	0.705
8.136	1.453
8.046	1.121
8.172	1.253
7.644	1.203
7.472	0.806
7.653	1.337
8.068	0.676
7.929	0.494
7.912	1.271
7.817	1.335
7.473	0.633
7.735	0.649
7.563	1.46
8.302	0.495
8.336	1.31
8.287	1.551
7.561	0.382
7.642	0.573
7.07	0.245
7.718	1.727
7.801	1.468
7.828	1.504
7.633	0.719
7.382	0.464
7.797	1.468
8.044	0.87
8.166	1.242
7.17	0.644
7.548	0.824
7.597	0.597
8.184	1.245
8.327	1.452
8.411	0.685
7.764	0.476
8.283	0.816
8.157	0.664
8.378	0.767
8.088	0.949
7.796	0.761
8.18	0.667
7.741	0.929
8.097	0.942
7.882	1.762
7.478	1.18
7.639	0.708
7.861	0.825
7.876	1.114
7.81	0.827
7.667	0.907
7.943	0.974
8.245	1.263
8.082	1.449
8.082	1.585
8.082	1.504
8.36	1.349
8.36	1.219
7.562	0.421
7.497	0.416
7.473	0.761
7.783	0.959
8.478	1.452
8.349	1.172
7.677	0.434
7.66	0.728
7.787	0.801
8.135	1.31
7.794	30.961
7.892	32.022
7.861	28.768
7.961	31.289
7.768	31.06
7.678	0.535
7.196	0.298
7.221	0.486
7.613	0.804
7.323	0.616
7.678	0.429
7.903	0.853
7.877	1.033
7.832	1.517
7.572	0.969
7.632	1.705
7.693	1.581
7.727	1.815
7.792	0.757
7.942	2.036
7.967	0.603
7.555	0.693
7.259	0.491
8.82	1.073
7.986	1.301
8.197	1.593
7.994	0.815
8.126	1.163
8.294	0.798
8.164	1.186
7.917	1.386
7.918	0.939
8.156	0.958
7.675	0.581
7.94	0.752
8.146	0.942
7.623	0.784
7.846	0.434
7.771	0.321
8.18	1.096
8.077	1.391
7.71	0.341
7.825	0.879
8.245	1.148
8.245	1.15
8.36	1.206
7.71	0.717
7.568	1.179
8.195	0.733
8.02	0.484
7.903	28.62
7.891	31.977
7.865	0.563
8.081	1.018
7.171	0.904
7.919	1.215
7.969	1.607
8.036	1.217
8.103	0.848
7.438	0.453
