8.826	10.721
8.126	8.688
8.289	8.948
8.445	9.988
7.921	6.763
8.365	9.879
8.812	9.652
8.917	11.146
9.078	12.765
8.861	10.974
8.861	11.072
8.971	10.559
8.971	10.455
8.971	10.446
8.78	11.768
8.78	11.15
8.618	10.695
8.876	12.204
8.596	10.699
8.525	9.04
8.882	11.377
8.595	9.619
8.687	9.719
8.415	8.358
8.592	8.609
7.876	9.01
7.963	9.555
8.588	9.219
8.605	8.224
8.346	8.609
8.604	10.976
8.293	7.837
8.606	12.049
8.505	11.073
8.605	11.152
9.051	11.588
8.75	7.859
9.028	11.271
7.872	7.629
7.91	10.584
7.636	5.913
8.654	9.62
8.743	14.382
8.807	11.934
8.428	10.39
8.116	9.37
8.225	8.151
8.033	6.218
8.0	5.329
8.644	12.247
8.447	9.037
9.054	17.468
8.843	10.288
9.093	12.377
8.755	8.621
8.427	10.973
8.191	7.257
8.941	8.727
8.495	7.574
8.24	7.313
8.565	8.669
8.778	10.416
8.671	10.396
8.774	10.632
8.523	8.233
8.689	10.105
8.904	13.521
8.92	11.896
8.637	8.979
8.049	7.525
8.263	7.747
8.54	9.326
8.294	8.112
8.298	8.686
8.298	8.842
8.298	8.98
8.469	8.27
8.469	8.613
7.672	6.638
8.16	6.371
8.36	7.891
8.439	8.402
8.542	9.906
8.605	10.492
8.213	6.192
7.963	6.497
7.983	5.789
8.926	12.515
7.985	9.364
7.885	8.435
7.891	9.445
7.961	8.505
7.639	9.292
8.927	11.712
8.493	11.835
8.636	9.36
8.488	11.007
8.319	9.754
8.109	7.717
9.009	11.066
8.949	9.429
8.869	10.659
9.045	12.0
8.69	9.606
9.087	12.331
8.931	10.048
8.909	9.668
9.053	11.012
8.768	9.457
8.988	15.087
8.743	13.091
9.029	9.966
8.355	8.7
8.861	11.44
8.78	11.743
8.847	11.288
8.814	9.981
8.853	11.646
8.365	9.207
8.532	8.426
8.902	10.573
8.965	13.042
7.721	2.958
8.366	6.106
8.102	8.025
8.498	8.645
8.16	8.918
9.134	12.666
9.01	11.53
9.32	20.566
8.207	6.241
8.294	8.404
8.294	8.336
8.469	8.275
8.445	9.052
8.067	7.078
8.557	9.759
8.271	7.351
8.012	8.513
7.979	8.744
9.101	12.926
9.177	13.299
8.069	9.155
8.999	10.923
9.06	11.554
9.018	10.873
9.012	10.881
8.702	11.206
