5.205	4.017
4.984	3.528
5.098	4.43
5.141	4.634
5.747	7.428
5.627	7.438
5.38	3.582
5.35	4.612
5.591	3.598
5.103	2.583
5.103	3.317
5.756	5.812
5.756	5.75
5.756	5.392
5.452	5.049
5.452	5.13
5.16	3.828
5.216	3.196
5.211	3.178
5.142	3.385
5.038	2.819
5.357	3.432
5.101	3.98
5.203	4.134
5.089	3.093
4.983	5.299
5.306	6.331
4.944	3.633
5.14	3.747
5.156	5.249
4.885	3.253
4.933	3.373
5.127	4.276
5.02	2.538
5.425	4.302
5.323	3.229
5.134	3.874
5.054	2.993
5.543	8.331
5.879	8.951
5.818	6.523
5.48	4.403
5.291	5.264
5.474	6.721
5.174	5.448
5.653	5.753
5.448	4.517
5.524	3.839
5.516	4.315
4.846	4.224
4.938	4.543
5.23	4.468
5.438	3.248
5.42	4.514
4.937	2.962
5.415	5.224
5.24	3.573
5.134	3.198
5.292	4.271
4.957	2.91
5.095	3.266
5.12	3.643
4.972	3.196
5.107	2.267
5.264	3.818
4.72	2.673
5.27	2.888
4.971	2.73
5.198	3.633
5.043	3.211
4.988	2.95
4.979	3.253
5.142	3.491
5.266	4.684
5.266	3.613
5.266	4.394
5.362	3.661
5.362	3.92
5.152	5.591
5.265	4.138
4.972	3.347
5.204	3.809
5.391	3.31
5.175	3.812
5.343	4.661
5.351	4.553
5.423	4.121
5.092	3.188
6.354	12.817
5.946	12.118
6.065	15.924
6.077	12.836
5.783	12.142
5.18	4.801
5.133	5.005
5.066	5.142
5.142	7.33
5.271	5.586
5.501	7.407
5.219	3.151
5.094	3.395
5.096	3.568
5.174	3.52
5.315	4.698
5.119	4.558
5.037	2.979
5.105	3.527
5.118	3.713
5.048	3.711
5.275	5.055
5.113	3.824
5.474	4.885
5.593	8.086
5.103	2.958
5.452	4.562
5.035	3.202
5.065	2.806
5.018	4.199
5.012	3.001
5.287	3.944
5.084	3.39
5.062	3.636
5.289	2.737
5.466	2.323
5.548	6.269
5.875	5.46
5.333	5.073
5.018	3.436
5.319	3.711
5.177	4.157
5.075	3.841
5.142	2.966
5.142	3.135
5.362	3.675
5.091	2.723
5.026	3.754
5.545	3.298
5.293	2.565
5.895	10.232
5.99	12.816
5.521	6.477
5.433	7.113
5.126	5.565
5.244	2.9
5.25	4.511
5.325	4.473
5.247	3.574
5.009	3.189
