5.847	0.074
6.592	0.188
6.248	0.152
5.943	0.259
6.345	0.213
6.119	0.212
6.242	0.047
6.399	0.043
5.55	0.126
6.446	0.066
6.446	0.116
5.998	0.057
5.998	0.152
5.998	0.119
6.401	0.09
6.401	0.113
6.675	0.065
6.457	0.037
6.583	0.107
6.634	0.132
6.559	0.072
6.164	0.088
6.305	0.06
6.337	0.067
6.436	0.0
6.41	0.178
6.389	0.153
6.466	0.069
5.593	0.046
6.731	0.359
6.427	0.071
6.543	0.052
6.089	0.107
6.146	0.116
6.578	0.11
6.176	0.127
6.041	0.106
6.033	0.057
6.494	0.443
6.003	0.392
5.599	0.285
6.201	0.045
6.306	0.085
5.764	0.114
6.225	0.066
6.345	0.157
6.581	0.04
6.075	0.045
6.01	0.058
6.248	0.114
5.719	0.091
6.073	0.056
6.115	0.011
6.364	0.051
5.991	0.031
5.981	0.092
5.853	0.128
6.055	0.053
6.247	0.094
6.1	0.035
6.833	0.075
6.596	0.05
6.609	0.071
6.105	0.072
6.122	0.09
6.64	0.101
5.856	0.038
5.852	0.114
6.534	0.037
6.527	0.072
6.366	0.065
6.376	0.064
6.273	0.12
6.375	0.092
6.375	0.108
6.375	0.092
6.429	0.149
6.429	0.078
6.457	0.147
6.553	0.077
6.664	0.04
6.221	0.094
5.952	0.075
6.234	0.055
6.06	0.073
6.355	0.126
6.516	0.131
6.186	0.08
6.061	0.536
5.72	0.517
5.959	0.664
5.935	0.679
5.955	0.542
6.479	0.121
6.647	0.302
6.589	0.266
6.308	0.225
6.493	0.169
6.939	0.225
6.387	0.096
6.261	0.081
6.315	0.07
6.33	0.122
6.789	0.129
6.638	0.087
6.509	0.117
6.457	0.072
6.31	0.051
6.407	0.097
7.144	0.45
6.826	0.191
5.95	0.047
6.211	0.107
6.446	0.092
6.401	0.113
6.147	0.109
6.089	0.06
6.547	0.041
6.646	0.095
6.084	0.056
6.577	0.071
6.277	0.128
5.986	0.008
5.52	0.058
6.254	0.051
5.724	0.038
6.201	0.103
5.932	0.135
5.767	0.121
5.777	0.14
6.472	0.079
6.273	0.025
6.273	0.067
6.429	0.152
6.423	0.061
6.698	0.018
6.222	0.057
6.003	0.047
6.053	0.604
6.193	0.581
6.232	0.037
6.291	0.067
6.494	0.206
6.767	0.111
6.557	0.137
6.62	0.072
6.407	0.073
7.071	0.273
