4.047	0.418
3.71	1.117
3.803	2.514
3.803	1.527
3.692	0.133
3.785	0.093
4.139	0.566
3.701	0.238
3.657	0.099
3.782	0.374
3.782	0.375
3.915	0.88
3.915	0.65
3.915	0.732
4.418	1.193
4.418	1.802
3.863	0.385
3.746	0.211
3.687	0.266
3.809	0.133
3.686	0.168
3.803	0.53
3.724	0.282
3.764	0.422
3.75	0.437
3.629	0.141
3.618	0.389
3.658	0.162
3.774	0.314
3.531	0.432
3.792	0.359
4.03	0.952
3.522	0.182
3.828	0.063
3.792	0.0
3.737	0.135
3.662	0.304
3.767	0.463
3.9	0.092
3.685	0.314
3.906	0.481
3.731	0.185
3.954	0.506
3.845	0.342
3.621	0.303
3.621	0.139
3.699	0.024
3.604	0.11
3.786	0.115
3.837	0.143
3.925	0.172
3.746	0.37
3.698	0.893
3.577	0.61
3.794	0.269
3.906	0.142
3.751	0.17
4.331	0.69
3.674	0.318
3.746	0.353
3.667	0.656
3.52	0.149
3.703	0.288
3.831	0.125
3.667	0.466
3.757	0.057
3.629	0.053
3.775	0.104
3.517	0.142
3.74	0.185
3.746	0.193
3.813	0.482
3.851	1.173
3.86	0.729
3.86	0.668
3.86	0.599
3.822	0.567
3.822	0.52
3.731	0.049
4.291	1.415
4.101	1.206
3.854	0.633
3.509	0.157
3.689	0.405
3.795	0.44
3.885	0.91
3.702	0.504
3.743	0.131
5.81	5.305
5.013	7.019
5.051	6.613
4.708	5.939
5.943	4.097
3.671	0.099
3.696	0.0
3.748	0.107
3.641	0.0
3.635	0.054
3.565	0.04
3.906	0.165
3.675	0.148
3.698	0.112
3.709	0.081
3.768	0.028
3.725	0.013
3.847	0.235
3.692	0.183
3.683	0.14
3.757	0.182
3.625	0.114
3.795	0.055
4.254	0.836
3.748	0.317
3.782	0.482
4.418	1.875
3.624	0.069
3.685	0.354
3.719	0.307
3.681	0.966
4.14	1.501
3.603	0.301
3.73	0.055
3.714	0.109
3.712	0.107
3.496	0.252
3.63	0.013
3.837	0.346
3.438	0.174
3.83	0.297
3.78	0.028
3.795	1.058
3.851	1.194
3.851	0.954
3.822	0.704
3.803	0.32
3.6	0.085
3.99	0.555
3.949	0.379
4.907	3.246
3.885	4.931
3.766	0.121
3.746	0.13
3.758	0.021
3.599	0.096
3.741	0.143
3.62	0.026
3.799	0.075
3.69	0.053
